loss,train_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.032144319266080856,0.49566468596458435,1739653571,,False,1,f7879_00010,2025-02-15_21-06-11,4.257188081741333,4.257188081741333,2413,e82c2a0d68e7,172.19.0.2,4.257188081741333,1
0.027364617213606834,0.45444610714912415,1739653574,,False,2,f7879_00010,2025-02-15_21-06-14,3.1773276329040527,7.434515714645386,2413,e82c2a0d68e7,172.19.0.2,7.434515714645386,2
0.026126135140657425,0.44580745697021484,1739653578,,False,3,f7879_00010,2025-02-15_21-06-18,3.14558744430542,10.580103158950806,2413,e82c2a0d68e7,172.19.0.2,10.580103158950806,3
0.02511741779744625,0.4393865466117859,1739653581,,False,4,f7879_00010,2025-02-15_21-06-21,3.1939706802368164,13.774073839187622,2413,e82c2a0d68e7,172.19.0.2,13.774073839187622,4
0.027145162224769592,0.4180114269256592,1739653584,,False,5,f7879_00010,2025-02-15_21-06-24,3.216378927230835,16.990452766418457,2413,e82c2a0d68e7,172.19.0.2,16.990452766418457,5
0.029207315295934677,0.4313056468963623,1739653587,,False,6,f7879_00010,2025-02-15_21-06-27,3.136131525039673,20.12658429145813,2413,e82c2a0d68e7,172.19.0.2,20.12658429145813,6
0.02577405422925949,0.4725216031074524,1739653590,,False,7,f7879_00010,2025-02-15_21-06-30,3.17638897895813,23.30297327041626,2413,e82c2a0d68e7,172.19.0.2,23.30297327041626,7
0.029789457097649574,0.41367971897125244,1739653594,,False,8,f7879_00010,2025-02-15_21-06-34,3.229410171508789,26.53238344192505,2413,e82c2a0d68e7,172.19.0.2,26.53238344192505,8
0.02539857290685177,0.3913702964782715,1739653597,,False,9,f7879_00010,2025-02-15_21-06-37,3.1966142654418945,29.728997707366943,2413,e82c2a0d68e7,172.19.0.2,29.728997707366943,9
0.028408044949173927,0.33152493834495544,1739653600,,False,10,f7879_00010,2025-02-15_21-06-40,3.273555278778076,33.00255298614502,2413,e82c2a0d68e7,172.19.0.2,33.00255298614502,10
