loss,train_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.03829708322882652,0.40612906217575073,1739716973,,False,1,65eb4_00013,2025-02-16_14-42-53,2.8944709300994873,2.8944709300994873,2628,f8efab3814bc,172.19.0.2,2.8944709300994873,1
0.03690798580646515,0.38131722807884216,1739716975,,False,2,65eb4_00013,2025-02-16_14-42-55,2.2397942543029785,5.134265184402466,2628,f8efab3814bc,172.19.0.2,5.134265184402466,2
0.06413418799638748,0.2247553914785385,1739716977,,False,3,65eb4_00013,2025-02-16_14-42-57,2.0536913871765137,7.1879565715789795,2628,f8efab3814bc,172.19.0.2,7.1879565715789795,3
0.04190516099333763,0.1817432940006256,1739716980,,False,4,65eb4_00013,2025-02-16_14-43-00,2.103342294692993,9.291298866271973,2628,f8efab3814bc,172.19.0.2,9.291298866271973,4
0.048906970769166946,0.1287272870540619,1739716982,,False,5,65eb4_00013,2025-02-16_14-43-02,2.1127593517303467,11.40405821800232,2628,f8efab3814bc,172.19.0.2,11.40405821800232,5
0.058309320360422134,0.1028202623128891,1739716984,,False,6,65eb4_00013,2025-02-16_14-43-04,2.1800825595855713,13.58414077758789,2628,f8efab3814bc,172.19.0.2,13.58414077758789,6
0.06092853471636772,0.09262774884700775,1739716986,,False,7,65eb4_00013,2025-02-16_14-43-06,2.085980176925659,15.67012095451355,2628,f8efab3814bc,172.19.0.2,15.67012095451355,7
0.06052396818995476,0.08269263058900833,1739716988,,False,8,65eb4_00013,2025-02-16_14-43-08,2.0089664459228516,17.6790874004364,2628,f8efab3814bc,172.19.0.2,17.6790874004364,8
0.056101568043231964,0.08187568932771683,1739716990,,False,9,65eb4_00013,2025-02-16_14-43-10,2.0022058486938477,19.68129324913025,2628,f8efab3814bc,172.19.0.2,19.68129324913025,9
0.05882345885038376,0.06844750791788101,1739716992,,False,10,65eb4_00013,2025-02-16_14-43-12,2.1509742736816406,21.83226752281189,2628,f8efab3814bc,172.19.0.2,21.83226752281189,10
