loss,train_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.08117420971393585,0.7947728037834167,1739653720,,False,1,f7879_00015,2025-02-15_21-08-40,3.644394874572754,3.644394874572754,2783,e82c2a0d68e7,172.19.0.2,3.644394874572754,1
0.15008780360221863,0.4948859214782715,1739653723,,False,2,f7879_00015,2025-02-15_21-08-43,2.8354897499084473,6.479884624481201,2783,e82c2a0d68e7,172.19.0.2,6.479884624481201,2
0.17727555334568024,0.42059776186943054,1739653726,,False,3,f7879_00015,2025-02-15_21-08-46,2.8063437938690186,9.28622841835022,2783,e82c2a0d68e7,172.19.0.2,9.28622841835022,3
0.13949261605739594,0.3111437261104584,1739653728,,False,4,f7879_00015,2025-02-15_21-08-48,2.7327420711517334,12.018970489501953,2783,e82c2a0d68e7,172.19.0.2,12.018970489501953,4
0.12609481811523438,0.2919376492500305,1739653731,,False,5,f7879_00015,2025-02-15_21-08-51,2.7845587730407715,14.803529262542725,2783,e82c2a0d68e7,172.19.0.2,14.803529262542725,5
0.11961731314659119,0.2996561825275421,1739653734,,False,6,f7879_00015,2025-02-15_21-08-54,2.886946678161621,17.690475940704346,2783,e82c2a0d68e7,172.19.0.2,17.690475940704346,6
0.128554105758667,0.2820119261741638,1739653737,,False,7,f7879_00015,2025-02-15_21-08-57,2.7745323181152344,20.46500825881958,2783,e82c2a0d68e7,172.19.0.2,20.46500825881958,7
0.11367746442556381,0.3060902953147888,1739653739,,False,8,f7879_00015,2025-02-15_21-08-59,2.714508056640625,23.179516315460205,2783,e82c2a0d68e7,172.19.0.2,23.179516315460205,8
0.11761117726564407,0.2908160984516144,1739653742,,False,9,f7879_00015,2025-02-15_21-09-02,2.748640298843384,25.92815661430359,2783,e82c2a0d68e7,172.19.0.2,25.92815661430359,9
0.12022361904382706,0.26931998133659363,1739653745,,False,10,f7879_00015,2025-02-15_21-09-05,2.8054795265197754,28.733636140823364,2783,e82c2a0d68e7,172.19.0.2,28.733636140823364,10
